"NÚMERO","SECCIÓN","CAS.","DIFERENCIA ENTRE 1° Y  2° LUGAR","PAN","PRI","PRD","PVEM","PT","MC","MORENA","RSPD","PAN-PRI-PRD","PAN 
PRI","PAN 
PRD","PRI 
PRD","PVEM-PT-RSPD-MOR","PVEM 
PT 
MOR","PVEM 
PT 
RSPD","PVEM 
RSPD 
MOR","PVEM 
PT","PVEM 
MOR","PVEM 
RSPD","PT 
RSPD 
MOR","PT 
MOR","PT 
RSPD","RSPD 
MOR","VA POR DURANGO","JUNTOS HACEMOS HISTORIA","CAND. 
NO REG.","VOTOS 
NULOS","...32","LISTA NOMINAL","...34","...35","...36","...37","municipality","...25","...27","...28","...29","...30","...31","...33","CAND.  
INDEP.","PVEM 
RSPD 
MOR...21","PVEM 
RSPD 
MOR...25","...38","PARTIDO ACCIÓN NACIONAL","PARTIDO REVOLUCIONARIO INSTITUCIONAL","PARTIDO VERDE ECOLOGISTA DE MÉXICO","PARTIDO DEL TRABAJO","CANDIDATURA NO REGISTRADA","VOTOS NULOS","...12","...14","...26","PVEM 
PT 
RSP","PVEM 
RSP 
MOR","PVEM 
RSPD 
MOR...20","PVEM 
RSPD 
MOR...24"
"MUN 24",1031,"1",36,28,79,4,2,1,1,36,3,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,NA,43,0,5,43,368,NA,NA,NA,NA," PUEBLO NUEVO",NA,160,NA,0.434782608695652,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",1032,"B1",23,20,59,1,0,0,5,32,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,36,0,9,NA,260,NA,NA,NA,NA," PUEBLO NUEVO",NA,130,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1032,"1",23,20,59,1,0,0,5,32,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,36,0,9,36,260,NA,NA,NA,NA," PUEBLO NUEVO",NA,130,NA,0.5,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",1033,"B1",24,33,89,0,0,3,2,55,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,0,1,NA,65,0,5,NA,404,NA,NA,NA,NA," PUEBLO NUEVO",NA,194,NA,0.48019801980198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1033,"1",24,33,89,0,0,3,2,55,4,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,0,1,NA,65,0,5,65,404,NA,NA,NA,NA," PUEBLO NUEVO",NA,194,NA,0.48019801980198,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",1034,"B1",95,60,207,3,4,0,0,96,9,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,0,0,NA,112,0,7,NA,751,NA,NA,NA,NA," PUEBLO NUEVO",NA,389,NA,0.51797603195739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1034,"1",95,60,207,3,4,0,0,96,9,NA,NA,NA,NA,0,0,0,0,0,0,1,0,2,0,0,NA,112,0,7,112,751,NA,NA,NA,NA," PUEBLO NUEVO",NA,389,NA,0.51797603195739,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",1035,"B1",23,27,84,0,0,0,2,51,6,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,2,NA,61,0,8,NA,360,NA,NA,NA,NA," PUEBLO NUEVO",NA,182,NA,0.505555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1035,"1",23,27,84,0,0,0,2,51,6,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,2,NA,61,0,8,61,360,NA,NA,NA,NA," PUEBLO NUEVO",NA,182,NA,0.505555555555556,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",1037,"B1",29,37,61,1,2,2,0,73,7,NA,NA,NA,NA,0,1,0,0,0,0,0,0,2,0,3,NA,90,0,4,NA,396,NA,NA,NA,NA," PUEBLO NUEVO",NA,193,NA,0.487373737373737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1037,"C1",39,42,54,0,1,1,0,75,11,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,3,NA,93,0,2,NA,395,NA,NA,NA,NA," PUEBLO NUEVO",NA,191,NA,0.483544303797468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1037,"2",68,79,115,1,3,3,0,148,18,NA,NA,NA,NA,2,1,0,0,0,0,0,0,2,0,6,NA,183,0,6,115,791,NA,NA,NA,NA," PUEBLO NUEVO",NA,384,NA,0.485461441213654,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",1038,"B1",16,31,58,2,0,1,0,38,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,42,0,2,NA,255,NA,NA,NA,NA," PUEBLO NUEVO",NA,135,NA,0.529411764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1038,"1",16,31,58,2,0,1,0,38,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,42,0,2,42,255,NA,NA,NA,NA," PUEBLO NUEVO",NA,135,NA,0.529411764705882,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",1039,"B1",43,5,21,2,2,0,2,54,5,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2,NA,64,0,5,NA,287,NA,NA,NA,NA," PUEBLO NUEVO",NA,99,NA,0.344947735191638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1039,"1",43,5,21,2,2,0,2,54,5,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,2,NA,64,0,5,21,287,NA,NA,NA,NA," PUEBLO NUEVO",NA,99,NA,0.344947735191638,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",1040,"B1",30,110,140,34,1,2,4,73,8,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,84,0,8,NA,665,NA,NA,NA,NA," PUEBLO NUEVO",NA,380,NA,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1040,"1",30,110,140,34,1,2,4,73,8,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,84,0,8,110,665,NA,NA,NA,NA," PUEBLO NUEVO",NA,380,NA,0.571428571428571,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",1041,"B1",2,6,57,1,0,1,0,48,5,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,NA,55,0,2,NA,255,NA,NA,NA,NA," PUEBLO NUEVO",NA,121,NA,0.474509803921569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1041,"1",2,6,57,1,0,1,0,48,5,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,NA,55,0,2,55,255,NA,NA,NA,NA," PUEBLO NUEVO",NA,121,NA,0.474509803921569,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",1042,"B1",47,46,138,0,1,3,0,75,10,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,NA,91,0,1,NA,537,NA,NA,NA,NA," PUEBLO NUEVO",NA,276,NA,0.513966480446927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1042,"1",47,46,138,0,1,3,0,75,10,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2,NA,91,0,1,91,537,NA,NA,NA,NA," PUEBLO NUEVO",NA,276,NA,0.513966480446927,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",1043,"B1",36,15,40,7,0,1,0,66,6,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,1,NA,76,0,4,NA,219,NA,NA,NA,NA," PUEBLO NUEVO",NA,142,NA,0.648401826484018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",1043,"E1",6,39,29,2,0,0,0,36,9,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,45,0,1,NA,171,NA,NA,NA,NA," PUEBLO NUEVO",NA,116,NA,0.678362573099415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1043,"2",52,54,69,9,0,1,0,102,15,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,1,NA,121,0,5,69,390,NA,NA,NA,NA," PUEBLO NUEVO",NA,258,NA,0.661538461538462,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",1044,"B1",14,96,115,24,2,3,1,101,23,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,129,0,4,NA,598,NA,NA,NA,NA," PUEBLO NUEVO",NA,369,NA,0.617056856187291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1044,"1",14,96,115,24,2,3,1,101,23,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,129,0,4,115,598,NA,NA,NA,NA," PUEBLO NUEVO",NA,369,NA,0.617056856187291,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",1045,"B1",2,81,83,0,1,0,2,40,9,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,50,0,0,NA,431,NA,NA,NA,NA," PUEBLO NUEVO",NA,216,NA,0.501160092807425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1045,"1",2,81,83,0,1,0,2,40,9,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,50,0,0,81,431,NA,NA,NA,NA," PUEBLO NUEVO",NA,216,NA,0.501160092807425,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",1046,"B1",76,82,39,0,0,1,1,130,22,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,4,NA,158,0,6,NA,497,NA,NA,NA,NA," PUEBLO NUEVO",NA,286,NA,0.575452716297787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",1046,"C1",14,100,45,1,1,1,0,95,16,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,NA,114,0,5,NA,497,NA,NA,NA,NA," PUEBLO NUEVO",NA,265,NA,0.533199195171026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1046,"2",90,182,84,1,1,2,1,225,38,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,5,NA,272,0,11,182,994,NA,NA,NA,NA," PUEBLO NUEVO",NA,551,NA,0.554325955734406,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",1047,"B1",50,52,163,8,4,2,1,94,11,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,NA,113,0,5,NA,882,NA,NA,NA,NA," PUEBLO NUEVO",NA,342,NA,0.387755102040816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1047,"1",50,52,163,8,4,2,1,94,11,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,NA,113,0,5,113,882,NA,NA,NA,NA," PUEBLO NUEVO",NA,342,NA,0.387755102040816,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",1048,"B1",9,5,45,18,1,2,1,45,5,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,NA,54,0,4,NA,253,NA,NA,NA,NA," PUEBLO NUEVO",NA,127,NA,0.50197628458498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1048,"1",9,5,45,18,1,2,1,45,5,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,NA,54,0,4,45,253,NA,NA,NA,NA," PUEBLO NUEVO",NA,127,NA,0.50197628458498,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",1049,"B1",4,41,99,0,2,2,0,86,12,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,NA,103,0,4,NA,446,NA,NA,NA,NA," PUEBLO NUEVO",NA,247,NA,0.553811659192825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1049,"1",4,41,99,0,2,2,0,86,12,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,NA,103,0,4,99,446,NA,NA,NA,NA," PUEBLO NUEVO",NA,247,NA,0.553811659192825,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",1050,"B1",7,78,42,0,0,3,1,60,22,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,85,0,2,NA,511,NA,NA,NA,NA," PUEBLO NUEVO",NA,208,NA,0.407045009784736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",1050,"C1",49,53,45,0,4,3,0,78,17,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,102,0,11,NA,510,NA,NA,NA,NA," PUEBLO NUEVO",NA,211,NA,0.413725490196078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1050,"2",56,131,87,0,4,6,1,138,39,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,187,0,13,131,1021,NA,NA,NA,NA," PUEBLO NUEVO",NA,419,NA,0.410381978452498,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",1051,"B1",22,21,63,0,2,0,1,76,5,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,NA,85,0,1,NA,390,NA,NA,NA,NA," PUEBLO NUEVO",NA,171,NA,0.438461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1051,"1",22,21,63,0,2,0,1,76,5,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,NA,85,0,1,63,390,NA,NA,NA,NA," PUEBLO NUEVO",NA,171,NA,0.438461538461538,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",1052,"B1",64,30,106,0,2,3,0,32,5,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,42,0,3,NA,384,NA,NA,NA,NA," PUEBLO NUEVO",NA,181,NA,0.471354166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1052,"1",64,30,106,0,2,3,0,32,5,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,42,0,3,42,384,NA,NA,NA,NA," PUEBLO NUEVO",NA,181,NA,0.471354166666667,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",1053,"B1",18,30,94,1,4,3,0,57,11,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,NA,76,0,12,NA,399,NA,NA,NA,NA," PUEBLO NUEVO",NA,213,NA,0.533834586466165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1053,"1",18,30,94,1,4,3,0,57,11,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,NA,76,0,12,76,399,NA,NA,NA,NA," PUEBLO NUEVO",NA,213,NA,0.533834586466165,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",1054,"B1",70,5,104,0,0,1,0,31,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,34,0,3,NA,223,NA,NA,NA,NA," PUEBLO NUEVO",NA,146,NA,0.654708520179372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1054,"1",70,5,104,0,0,1,0,31,2,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,34,0,3,34,223,NA,NA,NA,NA," PUEBLO NUEVO",NA,146,NA,0.654708520179372,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",1055,"B1",12,33,94,0,3,0,1,90,12,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,NA,106,0,4,NA,403,NA,NA,NA,NA," PUEBLO NUEVO",NA,238,NA,0.590570719602978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1055,"1",12,33,94,0,3,0,1,90,12,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,NA,106,0,4,94,403,NA,NA,NA,NA," PUEBLO NUEVO",NA,238,NA,0.590570719602978,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",1058,"B1",0,4,12,0,0,0,0,12,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,12,0,1,NA,119,NA,NA,NA,NA," PUEBLO NUEVO",NA,29,NA,0.243697478991597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1058,"1",0,4,12,0,0,0,0,12,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,12,0,1,12,119,NA,NA,NA,NA," PUEBLO NUEVO",NA,29,NA,0.243697478991597,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",1060,"B1",57,14,28,1,4,2,0,64,15,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,85,0,0,NA,265,NA,NA,NA,NA," PUEBLO NUEVO",NA,128,NA,0.483018867924528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1060,"1",57,14,28,1,4,2,0,64,15,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,85,0,0,28,265,NA,NA,NA,NA," PUEBLO NUEVO",NA,128,NA,0.483018867924528,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",1061,"B1",101,30,151,1,3,3,0,33,11,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,50,0,14,NA,471,NA,NA,NA,NA," PUEBLO NUEVO",NA,246,NA,0.522292993630573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",1061,"C1",34,25,95,1,10,5,1,37,9,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,61,0,6,NA,471,NA,NA,NA,NA," PUEBLO NUEVO",NA,189,NA,0.401273885350318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUN 24",1061,"2",135,55,246,2,13,8,1,70,20,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,111,0,20,111,942,NA,NA,NA,NA," PUEBLO NUEVO",NA,435,NA,0.461783439490446,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",1063,"B1",16,26,40,62,2,4,96,107,8,5,0,0,4,0,0,NA,NA,0,0,0,0,0,0,0,137,121,1,7,362,639,0.566510172143975,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"2",1063,"C1",34,38,49,45,1,2,86,96,6,5,1,2,3,0,0,NA,NA,0,0,0,0,0,0,3,143,109,0,12,350,638,0.54858934169279,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA
"MUN 25",1063,"2",50,64,89,107,3,6,182,203,14,10,1,2,7,0,0,NA,NA,0,0,0,0,0,0,3,280,230,1,19,712,1277,0.557556773688332,NA,280,230," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA
"3",1064,"B1",66,30,38,69,1,0,59,72,1,2,0,1,1,0,0,NA,NA,0,0,0,1,0,0,0,141,75,0,12,287,494,0.580971659919028,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"4",1064,"C1",42,19,27,66,1,3,71,65,5,4,0,0,2,0,0,NA,NA,0,0,0,0,0,0,1,118,76,0,6,271,493,0.549695740365112,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
"MUN 25",1064,"2",108,49,65,135,2,3,130,137,6,6,0,1,3,0,0,NA,NA,0,0,0,1,0,0,1,259,151,0,18,558,987,0.565349544072948,NA,259,151," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
"5",1065,"B1",53,35,40,61,2,2,62,74,5,4,0,0,0,0,0,NA,NA,0,0,0,0,0,0,4,140,87,0,6,295,507,0.581854043392505,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"6",1065,"C1",25,28,37,44,1,0,88,78,3,2,2,0,0,0,0,NA,NA,0,0,0,0,0,0,0,113,82,0,9,292,506,0.577075098814229,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"7",1065,"C2",23,24,32,56,1,2,93,63,7,1,1,1,1,0,0,NA,NA,0,0,0,0,0,0,0,116,73,0,6,288,506,0.569169960474308,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"MUN 25",1065,"3",126,87,109,161,4,4,243,215,15,7,3,1,1,0,0,NA,NA,0,0,0,0,0,0,4,369,242,0,21,875,1519,0.576036866359447,NA,369,243," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"8",1066,"B1",10,13,7,31,0,3,28,57,4,0,1,2,1,0,0,NA,NA,0,1,0,0,0,0,0,55,65,0,3,151,242,0.62396694214876,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"MUN 25",1066,"1",10,13,7,31,0,3,28,57,4,0,1,2,1,0,0,NA,NA,0,1,0,0,0,0,0,55,65,0,3,151,242,0.62396694214876,NA,65,55," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"9",1067,"B1",12,9,4,11,0,0,37,16,3,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,1,25,20,0,3,85,143,0.594405594405594,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"MUN 25",1067,"1",12,9,4,11,0,0,37,16,3,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,1,25,20,0,3,85,143,0.594405594405594,NA,37,25," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"10",1068,"B1",131,20,5,23,1,2,183,42,3,1,0,0,3,0,0,NA,NA,0,0,0,0,0,0,0,52,48,0,18,301,488,0.616803278688525,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"11",1068,"C1",88,26,22,35,0,1,173,31,5,0,1,0,1,0,0,NA,NA,0,0,0,0,0,0,1,85,38,0,17,313,488,0.641393442622951,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"MUN 25",1068,"2",219,46,27,58,1,3,356,73,8,1,1,0,4,0,0,NA,NA,0,0,0,0,0,0,1,137,86,0,35,614,976,0.629098360655738,NA,356,137," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"12",1069,"B1",9,15,18,31,1,2,64,46,7,4,0,3,2,0,0,NA,NA,1,0,0,0,0,0,2,73,59,0,11,207,359,0.576601671309192,NA,NA,NA," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"MUN 25",1069,"1",9,15,18,31,1,2,64,46,7,4,0,3,2,0,0,NA,NA,1,0,0,0,0,0,2,73,59,0,11,207,359,0.576601671309192,NA,73,64," RODEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
